Key,Translation,Category
order.no_history_message,주문한 음식이 없거나 이 카테고리에 주문이 없습니다,order
order.start_ordering,주문 시작,order
order.choose_by_category,카테고리별로 선택,order
order.status_updated,주문 상태가 업데이트되었습니다!,order
order.status_change_notification,주문 #{orderId}이(가) "{status}"으로 변경되었습니다,order
order.successful,주문이 성공적으로 완료되었습니다!,order
order.cleanup_expired_message,만료된 주문 {count}개 제거됨,order
order.cleanup_not_found_message,찾을 수 없는 주문 {count}개 제거됨,order
order.completed_removed_message,주문 완료되어 목록에서 제거됨,order
order.order_id,주문 ID: {id},order
order.restaurant_count,레스토랑 수: {count},order
order.total_amount,총액: {total},order
order.history_cleaned,주문 내역 정리됨,order
,,
# Cart,,
cart.empty,장바구니가 비어있습니다,cart
cart.add,장바구니에 추가,cart
cart.remove,장바구니에서 제거,cart
cart.clear,장바구니 비우기,cart
cart.checkout,결제,cart
cart.total,총계,cart
cart.items,장바구니 항목,cart
cart.add_items,장바구니에 항목 추가,cart
cart.cart,장바구니,cart
cart.order_from_multiple_restaurants,여러 레스토랑에서 주문,cart
cart.restaurants,레스토랑,cart
cart.you_are_ordering_food_from,다음 레스토랑에서 음식을 주문하고 있습니다,cart
cart.there_are_closed_restaurants_in_the_cart,장바구니에 닫힌 레스토랑이 있습니다,cart
cart.please_remove_the_items_from_the_closed_restaurants_before_ordering,주문 전에 닫힌 레스토랑의 항목을 제거해주세요,cart
cart.clear_all,모두 지우기,cart
cart.delivery_address,배달 주소,cart
cart.special_instructions,특별 요청사항,cart
cart.enter_the_delivery_address_in_detail,"집 번호, 거리, 구역, 시/도, 우편번호 등 배달 주소를 상세히 입력해주세요",cart
cart.special_instructions_detail,"예: 맵지 않게, 야채 빼고, 숟가락 추가",cart
cart.payment_information,결제 정보,cart
cart.select_payment_method,결제 방법 선택,cart
cart.bank_transfer,은행 송금,cart
cart.qr_payment,QR 결제,cart
cart.bank_account_information,은행 계좌 정보,cart
cart.bank,은행,cart
cart.bank_account_number,은행 계좌 번호,cart
cart.qr_code_for_payment,결제용 QR 코드,cart
cart.scan_qr_code_to_pay,QR 코드를 스캔하여 결제하세요,cart
cart.proof_of_payment,결제 증명서,cart
cart.click_to_change_file,파일 변경을 위해 클릭,cart
cart.click_to_attach_proof_of_payment,결제 증명서 첨부를 위해 클릭,cart
cart.supports_files_up_to_5mb,"최대 5MB의 jpg, png 파일 지원",cart
cart.note,참고사항,cart
cart.attach_proof,결제 후 결제 증명서를 첨부해주세요,cart
cart.confirmed_after_check_the_payment,결제 확인 후 주문이 확정됩니다,cart
cart.order_summary,주문 요약,cart
cart.delivery_fee_is,배달비는,cart
cart.delivery_fee,배달비,cart
cart.cannot_order_closed_restaurants,주문할 수 없음 (레스토랑 닫힘),cart
cart.please_enter_the_delivery_address,배달 주소를 입력해주세요,cart
cart.processing,처리 중...,cart
cart.please_attach_proof_of_payment,결제 증명서를 첨부해주세요,cart
cart.order_from_restaurants,레스토랑에서 주문,cart
cart.back_to_choose_restaurant,메뉴 선택으로 돌아가기,cart
cart.start_ordering_from_favorite_restaurants,좋아하는 레스토랑에서 주문을 시작하세요,cart
cart.choose_restaurant,레스토랑 선택,cart
cart.restaurant,레스토랑,cart
cart.bank_account_name,은행 계좌명,cart
cart.first_restaurant,첫 번째 레스토랑,cart
cart.additional_restaurant,추가 레스토랑,cart 
,,
# Profile,,
profile.personal_info,개인 정보,profile
profile.update,프로필 업데이트,profile
profile.orders,내 주문,profile
profile.favorites,내 즐겨찾기,profile
profile.addresses,내 주소,profile
profile.notifications,내 알림,profile
,,
# Error Messages,,
error.general,문제가 발생했습니다,error
error.network,네트워크 오류,error
error.unauthorized,인증되지 않은 접근,error
error.not_found,찾을 수 없음,error
error.server_error,서버 오류,error
error.forbidden,접근 금지,error
,,
# Notifications,,
notification.new_order,새 주문,notification
notification.order_status,주문 상태 업데이트,notification
notification.order_cancelled,주문 취소,notification
notification.profile_updated,프로필 업데이트,notification
,,
# Dashboard,,
dashboard.overview,개요,dashboard
dashboard.sales,판매,dashboard
dashboard.orders,주문,dashboard
dashboard.customers,고객,dashboard
dashboard.popular_items,인기 항목,dashboard
dashboard.recent_orders,최근 주문,dashboard
dashboard.statistics,통계,dashboard 
dashboard.revenue_today,오늘 매출,dashboard
dashboard.orders_today,오늘 주문,dashboard
dashboard.avg_order_value,평균 주문 금액,dashboard
dashboard.active_users,활성 사용자,dashboard
dashboard.new_users,신규 사용자,dashboard
dashboard.pending_verifications,대기 중 인증,dashboard
dashboard.refunds,환불,dashboard
dashboard.conversion_rate,전환율,dashboard
dashboard.traffic,트래픽,dashboard
dashboard.system_health,시스템 상태,dashboard
dashboard.top_restaurants,인기 레스토랑 상위,dashboard
dashboard.top_categories,인기 카테고리,dashboard
dashboard.no_data,데이터 없음,dashboard
dashboard.loading_metrics,지표 불러오는 중...,dashboard
dashboard.title_admin,관리자 대시보드,dashboard
dashboard.subtitle_admin,관리자 시스템 - 개요,dashboard
dashboard.today_statistics,오늘 통계,dashboard
dashboard.realtime_info,실시간 일일 업데이트,dashboard
dashboard.total_users,총 사용자,dashboard
dashboard.total_orders,총 주문,dashboard
dashboard.active_orders,진행 중 주문,dashboard
dashboard.total_revenue,총 매출,dashboard
dashboard.popular_items_subtitle,가장 인기 있는 메뉴,dashboard
dashboard.ordered_times,{count}회 주문됨,dashboard
dashboard.quick_actions,빠른 작업,dashboard
dashboard.quick_actions_subtitle,주요 관리자 기능에 빠르게 접근,dashboard
,,
# Admin,,
admin.users,사용자 관리,admin
admin.restaurants,레스토랑 관리,admin
admin.categories,카테고리 관리,admin
admin.orders,주문 관리,admin
admin.settings,시스템 설정,admin
admin.notifications,시스템 알림,admin
admin.search_placeholder,"사용자, 레스토랑 검색...",admin
admin.orders_search_placeholder,주문/고객/레스토랑 검색...,admin
admin.add_user,새 사용자 추가,admin
admin.users_total,총 {count}명 사용자,admin
admin.search_users,사용자 검색,admin
admin.users_search_placeholder,사용자명, 이메일, 전화번호 검색...,admin
admin.clear_search,검색 지우기,admin
admin.role.customer,고객,admin
admin.role.general_restaurant,일반 레스토랑,admin
admin.role.special_restaurant,특별 레스토랑,admin
admin.role.admin,관리자,admin
admin.table.user,사용자,admin
admin.table.contact,연락처 정보,admin
admin.no_restaurant,매장 없음,admin
admin.users_empty_title,사용자를 찾을 수 없습니다,admin
admin.users_empty_search_message,검색어나 필터를 조정해보세요,admin
admin.users_empty_message,아직 시스템에 사용자가 없습니다,admin
admin.add_first_user,첫 사용자를 추가,admin
admin.user_deleted_success,사용자 "{username}" 삭제 완료,admin
admin.user_role_updated,사용자 역할이 {role}(으)로 업데이트되었습니다,admin
admin.update_role_failed,사용자 역할을 업데이트할 수 없습니다,admin
admin.delete_user_failed,사용자를 삭제할 수 없습니다,admin
admin.user_modal.view_title,사용자 정보,admin
admin.user_modal.create_title,새 사용자 추가,admin
admin.user_modal.edit_title,사용자 수정,admin
admin.user_modal.password_optional,변경하지 않으면 비워두세요,admin
admin.user_modal.enter_password,비밀번호 입력,admin
admin.user_modal.leave_blank_password,비밀번호를 변경하지 않으면 비워두세요,admin
admin.enable_account,계정 활성화,admin
admin.user_extra_info,추가 정보,admin
admin.last_login,마지막 로그인,admin
admin.never_logged_in,로그인 이력 없음,admin
admin.confirm_delete_user,사용자 "{username}"을(를) 삭제하시겠습니까?\n\n이 작업은 되돌릴 수 없습니다.,admin
admin.date_range,기간,admin
admin.today,오늘,admin
admin.yesterday,어제,admin
admin.last_7_days,지난 7일,admin
admin.last_30_days,지난 30일,admin
admin.export_csv,CSV 내보내기,admin
admin.export_excel,Excel 내보내기,admin
admin.refresh,새로고침,admin
admin.all_statuses,모든 상태,admin
admin.table.id,ID,admin
admin.table.name,이름,admin
admin.table.email,이메일,admin
admin.table.role,역할,admin
admin.table.status,상태,admin
admin.table.created_at,생성일,admin
admin.table.actions,동작,admin
admin.action.view,보기,admin
admin.action.edit,수정,admin
admin.action.delete,삭제,admin
admin.action.enable,활성화,admin
admin.action.disable,비활성화,admin
admin.status.active,활성,admin
admin.status.inactive,비활성,admin
admin.status.disabled,사용 중지,admin
admin.confirm_delete_title,이 항목을 삭제할까요?,admin
admin.confirm_delete_desc,이 작업은 되돌릴 수 없습니다.,admin
admin.confirm_delete_product,상품 "{name}"을(를) 삭제하시겠습니까?,admin
admin.error.load_failed,관리자 데이터를 불러오지 못했습니다,admin
admin.success.saved,성공적으로 저장되었습니다,admin
admin.users_desc,계정 및 권한 관리,admin
admin.restaurants_desc,레스토랑 승인 및 관리,admin
admin.orders_desc,주문 검토 및 관리,admin
admin.categories_desc,음식 카테고리 구성,admin
admin.users_paragraph,사용자 계정, 레스토랑 및 접근 권한을 관리하세요,admin
admin.restaurants_paragraph,새 레스토랑 승인 및 상태 관리,admin
admin.orders_paragraph,모든 주문을 실시간으로 검토 및 관리,admin
admin.categories_paragraph,음식 카테고리를 추가, 편집 및 관리,admin
admin.create_restaurant,레스토랑 생성,admin
admin.create_user,사용자 생성,admin
admin.restaurants_total,총 {count}개 레스토랑,admin
admin.search_restaurants,레스토랑 검색,admin
admin.restaurants_search_placeholder,가게명, 설명, 주소 검색...,admin
admin.type,유형,admin
admin.table.restaurant,레스토랑,admin
admin.table.owner,소유자,admin
admin.table.type,유형,admin
admin.table.score,점수,admin
admin.action.upload_image,이미지 업로드,admin
admin.action.manage_products,상품 관리,admin
admin.action.make_special,스페셜로 지정,admin
admin.action.unset_special,스페셜 해제,admin
admin.restaurant_status_updated,레스토랑 상태가 {status}(으)로 업데이트되었습니다,admin
admin.update_status_failed,상태를 업데이트할 수 없습니다,admin
admin.special_status_updated,스페셜 상태가 업데이트되었습니다,admin
admin.update_special_failed,스페셜 상태를 업데이트할 수 없습니다,admin
admin.special_status_set_success,스페셜 상태가 추가되었습니다,admin
admin.special_status_unset_success,스페셜 상태가 제거되었습니다,admin
admin.restaurant_deleted_success,레스토랑 "{name}" 삭제 완료,admin
admin.delete_restaurant_failed,레스토랑을 삭제할 수 없습니다,admin
admin.confirm_delete_restaurant,레스토랑 "{name}"을(를) 삭제하시겠습니까?\n\n관련 데이터가 모두 삭제되며 되돌릴 수 없습니다.,admin
admin.restaurants_empty_title,레스토랑을 찾을 수 없습니다,admin
admin.restaurants_empty_search_message,검색어나 필터를 조정해보세요,admin
admin.restaurants_empty_message,아직 시스템에 레스토랑이 없습니다,admin
admin.add_first_restaurant,첫 레스토랑 생성,admin
admin.bank_info,은행 정보,admin
admin.average_rating,평균 평점,admin
admin.total_reviews_label,리뷰 수,admin
admin.updated_at,마지막 업데이트,admin
admin.uploading,업로드 중...,admin
admin.creating,생성 중...,admin
admin.saving,저장 중...,admin
admin.summary,요약,admin
admin.customer_info,고객 정보,admin
admin.payment_info,결제 정보,admin
admin.no_payment_info,결제 정보가 없습니다,admin
admin.please_select_new_status,새 상태를 선택해주세요,admin
admin.update_status_title,상태 업데이트,admin
admin.select_new_status,새 상태 선택,admin
admin.showing_of_total,{total}개 중 {showing}개 표시,admin
admin.payment_pending,대기 중,admin
admin.payment_pending_short,결제 대기,admin
admin.payment_failed,실패,admin
admin.customer,고객,admin
admin.change_status,상태 변경,admin
admin.orders_empty_search_message,검색어나 필터를 조정해보세요,admin
admin.orders_empty_message,고객이 주문하면 여기에 표시됩니다,admin
admin.sort.latest,최신,admin
admin.sort.oldest,오래된 순,admin
admin.sort.price_high,높은 가격,admin
admin.sort.price_low,낮은 가격,admin
admin.sort.by_status,상태별,admin
admin.restaurant_modal.view_title,레스토랑 정보,admin
admin.restaurant_modal.upload_title,레스토랑 이미지 업로드,admin
admin.restaurant_modal.create_title,새 레스토랑 생성,admin
admin.restaurant_modal.edit_title,레스토랑 수정,admin
admin.restaurant_modal.image_section,매장 이미지,admin
admin.restaurant_modal.image_url,이미지 URL,admin
admin.restaurant_modal.optional,(선택 사항),admin
admin.restaurant_modal.from_internet_hint,인터넷의 이미지 URL을 입력할 수 있습니다,admin
admin.restaurant_modal.or,또는,admin
admin.restaurant_modal.select_image_from_device,기기에서 이미지 선택,admin
admin.restaurant_modal.supported_file_hint,JPG, PNG, GIF 지원 • 최대 10MB,admin
admin.restaurant_modal.upload_with_create_hint,생성 시 함께 업로드됩니다,admin
admin.restaurant_modal.remove_image,이미지 삭제,admin
admin.restaurant_modal.cancel_image_selection,이미지 선택 취소,admin
admin.restaurant_modal.restaurant_name,레스토랑 이름,admin
admin.restaurant_modal.owner,소유자,admin
admin.restaurant_modal.description,설명,admin
admin.restaurant_modal.address,주소,admin
admin.restaurant_modal.phone_number,전화번호,admin
admin.restaurant_modal.opening_hours,영업 시간,admin
admin.restaurant_modal.status,상태,admin
admin.restaurant_modal.select_owner,소유자 선택,admin
admin.restaurant_modal.no_owner,소유자 없음,admin
admin.bank_name,은행명,admin
admin.bank_account_number,계좌 번호,admin
admin.account_name,예금주명,admin
admin.statistics,통계,admin
admin.restaurant_modal.no_available_owners,레스토랑 소유자가 될 수 있는 사용자가 없습니다,admin
admin.restaurant_modal.go_to_users_page,→ 새 사용자를 생성하거나 기존 사용자의 역할을 변경하세요,admin
admin.restaurant_modal.owner_hint,선택 가능한 사용자: {count}명 (일반/특별 레스토랑이며 아직 매장 없음),admin
admin.product_modal.general_restaurant_hint,이 매장은 일반 레스토랑으로 특별 전용 카테고리를 선택할 수 없습니다,admin
admin.product_modal.special_restaurant_hint,특별 레스토랑 전용,admin
admin.guest_orders,게스트 주문 관리,admin
admin.guest_order_number,게스트 주문 #{id},admin
admin.guest_label,게스트 사용자,admin
admin.temporary_id,임시 ID,admin
admin.guest_orders_search_placeholder,게스트 주문/임시 ID/고객 검색...,admin
admin.guest_orders_empty_title,게스트 주문 없음,admin
admin.guest_orders_empty_search_title,조건에 맞는 게스트 주문이 없습니다,admin
admin.guest_orders_empty_search_message,검색어나 필터를 조정해보세요,admin
admin.guest_orders_empty_message,로그인 없이 주문하면 이곳에 표시됩니다,admin
admin.phone_order_number,전화 주문 #{id},admin
admin.phone_orders_search_placeholder,이름/전화/주문 코드로 검색...,admin
admin.phone_orders_empty_title,전화 주문이 없습니다,admin
admin.phone_orders_empty_search_message,조건에 맞는 주문이 없습니다,admin
admin.phone_orders_empty_message,아직 전화 주문이 없습니다,admin
admin.phone_orders_create_new,전화 주문 생성,admin
admin.payment_status,결제 상태,admin
admin.order_status,주문 상태,admin
admin.current_status,현재 상태,admin
admin.note_optional,메모 (선택),admin
admin.phone_orders_title,전화 주문 관리,admin
admin.phone_orders_subtitle,전화로 접수된 주문을 관리하고 추적합니다,admin
admin.multiple_restaurants,여러 매장,admin
,,
# Admin Categories,,
admin.categories_load_failed,카테고리 정보를 불러올 수 없습니다,admin
admin.category_created_success,카테고리가 생성되었습니다,admin
admin.create_category_failed,카테고리를 생성할 수 없습니다,admin
admin.category_updated_success,카테고리가 업데이트되었습니다,admin
admin.update_category_failed,카테고리를 업데이트할 수 없습니다,admin
admin.category_deleted_success,카테고리가 삭제되었습니다,admin
admin.delete_category_failed,카테고리를 삭제할 수 없습니다 (연결된 상품이 있을 수 있음),admin
admin.categories_total,총 {count}개 카테고리,admin
admin.add_category,새 카테고리 추가,admin
admin.search_categories,카테고리 검색,admin
admin.categories_search_placeholder,카테고리 이름 검색...,admin
admin.table.image,이미지,admin
admin.table.category_name,카테고리 이름,admin
admin.table.special_only,특별 전용,admin
admin.table.product_count,상품 수,admin
admin.category.special_only,특별 전용,admin
admin.category.general,일반,admin
admin.categories_empty_title,카테고리를 찾을 수 없습니다,admin
admin.categories_empty_search_message,검색어를 조정해보세요,admin
admin.categories_empty_message,아직 카테고리가 없습니다,admin
admin.add_first_category,첫 카테고리 추가,admin
admin.category_modal.create_title,새 카테고리 생성,admin
admin.category_modal.edit_title,카테고리 수정,admin
admin.category_modal.view_title,카테고리 정보,admin
admin.category_modal.category_name,카테고리 이름,admin
admin.category_modal.enter_category_name,카테고리 이름을 입력하세요,admin
admin.category_modal.description,설명,admin
admin.category_modal.description_placeholder,카테고리 설명 입력 (선택),admin
admin.category_modal.image,카테고리 이미지,admin
admin.category_modal.supported_file_hint,JPG, PNG, GIF 지원 • 최대 5MB,admin
admin.category_modal.type,카테고리 유형,admin
admin.category_modal.special_only_hint,특별 전용 카테고리는 특별 레스토랑에서만 표시됩니다,admin
admin.category_modal.status,카테고리 상태,admin
admin.confirm_delete_category_title,이 카테고리를 삭제할까요?,admin
admin.confirm_delete_category,카테고리 "{name}"을(를) 삭제하시겠습니까?,admin
admin.category_has_products_warning,이 카테고리에는 상품 {count}개가 있습니다. 삭제 시 영향을 줄 수 있습니다.,admin
admin.delete_category,카테고리 삭제,admin
# Payment Methods,,
payment.cash,현금,payment
payment.credit_card,신용카드,payment
payment.debit_card,체크카드,payment
payment.promptpay,PromptPay,payment
payment.bank_transfer,은행 송금,payment
,,
# Favorites,,
favorites.title,즐겨찾기 목록,favorites
favorites.empty,즐겨찾기 목록이 없습니다,favorites
favorites.add,즐겨찾기에 추가,favorites
favorites.remove,즐겨찾기에서 제거,favorites
favorites.empty_message,좋아하는 레스토랑이나 메뉴를 즐겨찾기 목록에 추가하세요,favorites
favorites.search_restaurant,레스토랑 검색,favorites
,,
# Admin (Create Phone Order),,
admin.create_phone_order_title,전화 주문 생성,admin
admin.create_phone_order_subtitle,전화로 주문하는 고객용 - 간단, 빠름, 완벽,admin
admin.back_to_orders,주문 목록으로 돌아가기,admin
admin.enter_phone_customer_info,전화 주문 고객 정보를 입력하세요,admin
admin.customer_name,고객 이름,admin
admin.enter_customer_name,고객 이름 입력,admin
admin.enter_phone_number,전화번호 입력,admin
admin.please_enter_customer_name,고객 이름을 입력하세요,admin
admin.please_enter_phone_number,전화번호를 입력하세요,admin
admin.please_add_items_to_cart,장바구니에 상품을 추가하세요,admin
admin.all_menu_items,전체 메뉴,admin
admin.select_menu_items_subtitle,고객이 원하는 메뉴 선택 ({count}개),admin
admin.search_menu_or_restaurant_placeholder,메뉴 또는 매장 이름 검색...,admin
admin.loading_menus,모든 매장에서 메뉴를 불러오는 중...,admin
admin.add_more,더 추가,admin
admin.no_menu_in_system,시스템에 메뉴가 없습니다,admin
admin.please_add_menu_before_create_order,주문 생성 전에 메뉴를 추가하세요,admin
admin.select_menu_items_for_customer,고객이 원하는 메뉴를 선택하세요,admin
admin.review_before_order,주문 전 확인,admin
admin.order_created_success,주문이 생성되었습니다!,admin
admin.error_creating_order,주문 생성 중 오류,admin
admin.create_order_now,지금 주문 생성,admin
,,
# Cart (extras),,
cart.in_cart,장바구니에 있음,cart
# Address,,
address.title,내 주소,address
address.empty,주소가 없습니다,address
